step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
1614,1521880,6456,0.011965689752395378,1.0,1.0,,,,,,,,,
1615,1523068,6460,0.011473603493492633,1.0,1.0,,,,,,,,,
1616,1523936,6464,0.017230588818499235,1.0,1.0,,,,,,,,,
1617,1524900,6468,0.011393502969246093,1.0,1.0,0.013779421052859587,0.75,0.75,,,,,,
1618,1525832,6472,0.014525785712202897,1.0,1.0,,,,,,,,,
1619,1526764,6476,0.011690075035787943,1.0,1.0,,,,,,,,,
1620,1528016,6480,0.009342355661889417,1.0,1.0,,,,,,,,,
1621,1528308,6484,0.02221488555385602,1.0,1.0,,,,,,,,,
1622,1529144,6488,0.013884044736720879,1.0,1.0,,,,,,,,,
1623,1529436,6492,0.020483908902635017,1.0,1.0,,,,,,,,,
1624,1530272,6496,0.009986822409395368,1.0,1.0,,,,,,,,,
1625,1531332,6500,0.013826197945546227,1.0,1.0,0.013512889824119287,1.0,1.0,,,,,,
1626,1532200,6504,0.01704685907973684,1.0,1.0,,,,,,,,,
1627,1533420,6508,0.00745202062890051,1.0,1.0,,,,,,,,,
1628,1534672,6512,0.011748315755514067,1.0,1.0,,,,,,,,,
1629,1535892,6516,0.017898886939997697,1.0,1.0,,,,,,,,,
1630,1536888,6520,0.012371200883385359,1.0,1.0,,,,,,,,,
1631,1537756,6524,0.01518163630582994,0.75,0.75,,,,,,,,,
1632,1538528,6528,0.012688333384624,1.0,1.0,,,,,,,,,
1633,1539428,6532,0.010970911341330684,1.0,1.0,0.01873441459795252,0.75,0.75,,,,,,
1634,1540136,6536,0.010708214592554863,1.0,1.0,,,,,,,,,
1635,1540524,6540,0.021446811177677414,1.0,1.0,,,,,,,,,
1636,1541744,6544,0.012108918809304297,1.0,1.0,,,,,,,,,
1637,1542740,6548,0.016266695734801093,0.75,0.75,,,,,,,,,
1638,1543704,6552,0.018999577345371263,0.5,0.5,,,,,,,,,
1639,1544956,6556,0.010060299642721808,1.0,1.0,,,,,,,,,
1640,1546016,6560,0.015328201242243619,0.75,0.75,,,,,,,,,
1641,1546820,6564,0.014696754051112659,1.0,1.0,0.01613254933477203,0.75,0.75,,,,,,
1642,1548072,6568,0.010165235434448984,0.75,0.75,,,,,,,,,
1643,1549324,6572,0.012626874028287573,1.0,1.0,,,,,,,,,
1644,1550512,6576,0.009842943174182823,1.0,1.0,,,,,,,,,
1645,1550836,6580,0.02553178061194785,1.0,1.0,,,,,,,,,
1646,1551864,6584,0.008094007156603097,1.0,1.0,,,,,,,,,
1647,1552764,6588,0.02020232001627903,0.75,0.75,,,,,,,,,
1648,1553824,6592,0.018066111890736626,1.0,1.0,,,,,,,,,
1649,1555044,6596,0.011633030302268857,1.0,1.0,0.013365494887467144,1.0,1.0,,,,,,
1650,1555720,6600,0.012267435334522469,1.0,1.0,,,,,,,,,
1651,1556524,6604,0.012797996960196725,1.0,1.0,,,,,,,,,
1652,1557680,6608,0.012010891410654666,1.0,1.0,,,,,,,,,
1653,1558932,6612,0.008224457829178128,1.0,1.0,,,,,,,,,
1654,1559832,6616,0.0162467409557064,1.0,1.0,,,,,,,,,
1655,1560732,6620,0.017232930958108295,1.0,1.0,,,,,,,,,
1656,1561920,6624,0.0079121270415746,1.0,1.0,,,,,,,,,
1657,1563140,6628,0.01029109442231404,1.0,1.0,0.011708247328859313,1.0,1.0,,,,,,
1658,1564072,6632,0.01094630583606345,1.0,1.0,,,,,,,,,
1659,1564908,6636,0.012627292219666473,1.0,1.0,,,,,,,,,
1660,1566160,6640,0.006192489087801097,1.0,1.0,,,,,,,,,
1661,1566548,6644,0.020272360942259315,1.0,1.0,,,,,,,,,
1662,1567704,6648,0.016686435204763053,1.0,1.0,,,,,,,,,
1663,1568924,6652,0.010056286563235189,1.0,1.0,,,,,,,,,
1664,1569984,6656,0.011442620447481006,1.0,1.0,,,,,,,,,
1665,1571204,6660,0.009284831364587406,0.75,0.75,0.01400708561578231,1.0,1.0,,,,,,
1666,1572456,6664,0.013594698236091848,0.75,0.75,,,,,,,,,
1667,1573548,6668,0.014374186654318184,1.0,1.0,,,,,,,,,
1668,1574672,6672,0.006977596008079819,1.0,1.0,,,,,,,,,
1669,1575540,6676,0.00923483919857492,1.0,1.0,,,,,,,,,
1670,1576376,6680,0.011639666112784063,1.0,1.0,,,,,,,,,
1671,1577148,6684,0.01124835854085269,1.0,1.0,,,,,,,,,
1672,1577504,6688,0.020690375223625778,1.0,1.0,,,,,,,,,
1673,1578436,6692,0.013978948872202319,1.0,1.0,0.009403558944219246,1.0,1.0,,,,,,
1674,1578728,6696,0.018778204214155367,1.0,1.0,,,,,,,,,
1675,1579916,6700,0.012491908044264713,1.0,1.0,,,,,,,,,
1676,1580752,6704,0.010823677019464295,1.0,1.0,,,,,,,,,
1677,1581844,6708,0.0105981419029088,1.0,1.0,,,,,,,,,
1678,1582776,6712,0.014884178860054442,1.0,1.0,,,,,,,,,
1679,1583580,6716,0.01024605172277499,1.0,1.0,,,,,,,,,
1680,1583936,6720,0.02244783521297762,1.0,1.0,,,,,,,,,
1681,1585156,6724,0.011076593932435874,0.75,0.75,0.03146006628475644,1.0,1.0,,,,,,
1682,1585448,6728,0.021621450959724897,1.0,1.0,,,,,,,,,
1683,1586284,6732,0.017129328236190854,0.75,0.75,,,,,,,,,
1684,1586576,6736,0.024222216132589937,0.75,0.75,,,,,,,,,
1685,1586932,6740,0.024119440912053383,1.0,1.0,,,,,,,,,
1686,1587896,6744,0.012851554306233389,0.75,0.75,,,,,,,,,
1687,1588220,6748,0.023325250042289157,1.0,1.0,,,,,,,,,
1688,1588480,6752,0.047686744392996264,0.5,0.5,,,,,,,,,
1689,1589348,6756,0.010602802561358175,1.0,1.0,0.014295600036457195,1.0,1.0,,,,,,
1690,1590216,6760,0.015289333663986791,0.75,0.75,,,,,,,,,
1691,1591052,6764,0.016532098199004256,0.75,0.75,,,,,,,,,
1692,1592048,6768,0.013997669313072227,1.0,1.0,,,,,,,,,
1693,1592884,6772,0.015014722273047202,1.0,1.0,,,,,,,,,
1694,1593176,6776,0.03578004398022231,0.5,0.5,,,,,,,,,
1695,1593980,6780,0.010338461401741916,1.0,1.0,,,,,,,,,
1696,1594752,6784,0.013473705919011642,1.0,1.0,,,,,,,,,
1697,1595076,6788,0.03609501462440107,0.75,0.75,0.009014161446629884,0.75,0.75,,,,,,
1698,1596328,6792,0.011020624128812937,1.0,1.0,,,,,,,,,
1699,1597548,6796,0.008949852176058178,1.0,1.0,,,,,,,,,
1700,1598800,6800,0.008879574553787057,1.0,1.0,,,,,,,,,
1701,1599636,6804,0.01088679484221267,0.75,0.75,,,,,,,,,
1702,1600504,6808,0.015610349095151362,0.75,0.75,,,,,,,,,
1703,1600796,6812,0.032933769843795285,0.75,0.75,,,,,,,,,
1704,1602048,6816,0.012937262034375544,1.0,1.0,,,,,,,,,
1705,1603172,6820,0.009521768888128107,1.0,1.0,0.01675564291546007,0.5,0.5,,,,,,
1706,1604456,6824,0.013546132168657521,0.5,0.5,,,,,,,,,
1707,1604780,6828,0.02662968418304479,0.25,0.25,,,,,,,,,
1708,1605424,6832,0.014893388073265668,1.0,1.0,,,,,,,,,
1709,1606292,6836,0.016810168854875615,0.5,0.5,,,,,,,,,
1710,1607576,6840,0.014727845644618412,1.0,1.0,,,,,,,,,
1711,1607932,6844,0.02568781573734876,1.0,1.0,,,,,,,,,
1712,1608864,6848,0.01101808312477664,1.0,1.0,,,,,,,,,
1713,1609188,6852,0.02820944231947329,1.0,1.0,0.023593852612037905,1.0,1.0,,,,,,
1714,1610408,6856,0.009330178232062879,1.0,1.0,,,,,,,,,
1715,1611660,6860,0.011360823088236624,1.0,1.0,,,,,,,,,
1716,1612016,6864,0.025161751022969324,1.0,1.0,,,,,,,,,
1717,1612340,6868,0.024877770604351555,1.0,1.0,,,,,,,,,
1718,1613592,6872,0.013572735801639828,1.0,1.0,,,,,,,,,
1719,1614844,6876,0.008432274783444941,1.0,1.0,,,,,,,,,
1720,1615264,6880,0.01591389640875501,1.0,1.0,,,,,,,,,
1721,1616068,6884,0.014170102841165386,0.75,0.75,0.012758476884303219,1.0,1.0,,,,,,
1722,1617352,6888,0.007833899543994504,1.0,1.0,,,,,,,,,
1723,1618220,6892,0.010464543530717949,1.0,1.0,,,,,,,,,
1724,1619408,6896,0.011731861600747417,1.0,1.0,,,,,,,,,
1725,1620372,6900,0.015165383199731954,1.0,1.0,,,,,,,,,
1726,1621592,6904,0.011691159134460186,1.0,1.0,,,,,,,,,
1727,1622460,6908,0.011940438593354362,1.0,1.0,,,,,,,,,
1728,1622784,6912,0.02766042085801746,1.0,1.0,,,,,,,,,
1729,1624004,6916,0.010892754530151299,1.0,1.0,0.02742697540158199,0.75,0.75,,,,,,
1730,1625128,6920,0.01506429945856764,1.0,1.0,,,,,,,,,
1731,1626252,6924,0.009520965424457512,0.75,0.75,,,,,,,,,
1732,1626640,6928,0.02450913367805015,1.0,1.0,,,,,,,,,
1733,1627604,6932,0.015991789889410673,1.0,1.0,,,,,,,,,
1734,1627928,6936,0.025110595877109405,1.0,1.0,,,,,,,,,
1735,1629180,6940,0.013069244219929527,1.0,1.0,,,,,,,,,
1736,1630144,6944,0.013007340090893348,1.0,1.0,,,,,,,,,
1737,1631396,6948,0.0073899707677695225,1.0,1.0,0.01144025218222961,1.0,1.0,,,,,,
1738,1632648,6952,0.008385217484112206,1.0,1.0,,,,,,,,,
1739,1632972,6956,0.021936052483184316,1.0,1.0,,,,,,,,,
1740,1633936,6960,0.0200033448886273,0.75,0.75,,,,,,,,,
1741,1635284,6964,0.015905159586117018,1.0,1.0,,,,,,,,,
1742,1636152,6968,0.013201123716379595,0.5,0.5,,,,,,,,,
1743,1637148,6972,0.016322823951284236,1.0,1.0,,,,,,,,,
1744,1638368,6976,0.011477778192067375,1.0,1.0,,,,,,,,,
1745,1639332,6980,0.013757680473600431,1.0,1.0,0.013402463721534459,0.75,0.75,,,,,,
1746,1640936,6984,0.008863260298039674,1.0,1.0,,,,,,,,,
1747,1642188,6988,0.013671714753327485,1.0,1.0,,,,,,,,,
1748,1643152,6992,0.01237697120322944,1.0,1.0,,,,,,,,,
1749,1643444,6996,0.02764365547585284,0.75,0.75,,,,,,,,,
1750,1644408,7000,0.018831992931443664,0.75,0.75,,,,,,,,,
1751,1645564,7004,0.017548900455772634,1.0,1.0,,,,,,,,,
1752,1646624,7008,0.011981829098422,1.0,1.0,,,,,,,,,
1753,1646980,7012,0.021930637867072538,1.0,1.0,0.030955096468140774,1.0,1.0,,,,,,
1754,1648168,7016,0.008779954916077701,1.0,1.0,,,,,,,,,
1755,1649196,7020,0.008390771589987448,1.0,1.0,,,,,,,,,
1756,1649456,7024,0.03155423272458378,1.0,1.0,,,,,,,,,
1757,1650356,7028,0.011816398537131952,1.0,1.0,,,,,,,,,
1758,1651576,7032,0.008753380528326287,1.0,1.0,,,,,,,,,
1759,1651900,7036,0.027233450842959434,0.75,0.75,,,,,,,,,
1760,1652800,7040,0.01504297387016099,1.0,1.0,,,,,,,,,
1761,1653764,7044,0.015090448624276782,1.0,1.0,0.009843159816342501,1.0,1.0,,,,,,
1762,1655016,7048,0.008765651741919421,1.0,1.0,,,,,,,,,
1763,1656268,7052,0.009540681846040145,1.0,1.0,,,,,,,,,
1764,1657456,7056,0.010152681867731324,1.0,1.0,,,,,,,,,
1765,1657812,7060,0.02585988440601529,1.0,1.0,,,,,,,,,
1766,1658552,7064,0.012314975056637905,1.0,1.0,,,,,,,,,
1767,1660060,7068,0.009194051777364931,1.0,1.0,,,,,,,,,
1768,1660320,7072,0.02555155584060401,1.0,1.0,,,,,,,,,
1769,1661572,7076,0.010748576295889153,1.0,1.0,0.01471620442105275,0.75,0.75,,,,,,
1770,1661896,7080,0.020738694015566127,1.0,1.0,,,,,,,,,
1771,1662700,7084,0.01163981867989387,1.0,1.0,,,,,,,,,
1772,1663792,7088,0.010081017619044884,0.5,0.5,,,,,,,,,
1773,1664916,7092,0.012194434456090562,1.0,1.0,,,,,,,,,
1774,1666168,7096,0.00792673131272993,1.0,1.0,,,,,,,,,
1775,1667420,7100,0.009584410756780943,1.0,1.0,,,,,,,,,
1776,1667840,7104,0.020483569756695484,1.0,1.0,,,,,,,,,
1777,1669156,7108,0.015108636543720045,1.0,1.0,0.01782014193405602,0.5,0.5,,,,,,
1778,1670376,7112,0.009160534912280409,0.75,0.75,,,,,,,,,
1779,1671628,7116,0.00967471412628907,1.0,1.0,,,,,,,,,
1780,1672912,7120,0.013344074337845995,1.0,1.0,,,,,,,,,
1781,1674132,7124,0.012491001607201147,0.75,0.75,,,,,,,,,
1782,1674488,7128,0.02118068790413914,1.0,1.0,,,,,,,,,
1783,1675740,7132,0.010845868381172269,1.0,1.0,,,,,,,,,
1784,1676864,7136,0.012754776510706832,1.0,1.0,,,,,,,,,
1785,1678084,7140,0.009682959111365012,1.0,1.0,0.013865538395787554,1.0,1.0,,,,,,
1786,1678984,7144,0.013029636158832127,1.0,1.0,,,,,,,,,
1787,1679340,7148,0.027278946822439552,1.0,1.0,,,,,,,,,
1788,1680176,7152,0.014333270365992367,0.75,0.75,,,,,,,,,
1789,1680468,7156,0.026514359540332308,1.0,1.0,,,,,,,,,
1790,1681560,7160,0.01251608262578747,1.0,1.0,,,,,,,,,
1791,1682396,7164,0.01734522688793207,1.0,1.0,,,,,,,,,
1792,1682752,7168,0.0203201020403465,1.0,1.0,,,,,,,,,
1793,1683972,7172,0.01205364689854567,1.0,1.0,0.011030006518536976,1.0,1.0,,,,,,
1794,1684904,7176,0.013631459025562138,1.0,1.0,,,,,,,,,
1795,1685196,7180,0.02462399908863265,1.0,1.0,,,,,,,,,
1796,1686448,7184,0.013805700534889512,1.0,1.0,,,,,,,,,
1797,1687668,7188,0.010650255007943284,1.0,1.0,,,,,,,,,
1798,1688760,7192,0.011752775509370058,1.0,1.0,,,,,,,,,
1799,1689884,7196,0.01347889915941895,1.0,1.0,,,,,,,,,
1800,1691296,7200,0.01508307156814045,1.0,1.0,,,,,,,,,
1801,1692516,7204,0.009205792067265801,1.0,1.0,0.010096697704195719,1.0,1.0,,,,,,
1802,1693736,7208,0.013009185636866444,1.0,1.0,,,,,,,,,
1803,1694956,7212,0.010898532250024141,1.0,1.0,,,,,,,,,
1804,1696176,7216,0.007345669917541806,0.75,0.75,,,,,,,,,
1805,1696564,7220,0.02755122398877134,1.0,1.0,,,,,,,,,
1806,1696952,7224,0.027912279459115247,0.75,0.75,,,,,,,,,
1807,1698204,7228,0.01199670580508418,1.0,1.0,,,,,,,,,
1808,1699424,7232,0.0100264065107649,1.0,1.0,,,,,,,,,
1809,1699812,7236,0.026099458211421428,0.5,0.5,0.013503707660528552,1.0,1.0,,,,,,
1810,1700968,7240,0.00640271754345605,1.0,1.0,,,,,,,,,
1811,1702060,7244,0.009167653371925074,1.0,1.0,,,,,,,,,
1812,1702288,7248,0.02698957349276238,1.0,1.0,,,,,,,,,
1813,1703572,7252,0.01053810210899644,1.0,1.0,,,,,,,,,
1814,1704696,7256,0.013220513185391658,1.0,1.0,,,,,,,,,
1815,1705692,7260,0.008935921619839563,1.0,1.0,,,,,,,,,
1816,1706688,7264,0.009428065018319543,0.75,0.75,,,,,,,,,
1817,1707108,7268,0.022002232355614108,0.75,0.75,0.012215949676500611,1.0,1.0,,,,,,
1818,1707720,7272,0.018088614702682037,1.0,1.0,,,,,,,,,
1819,1708652,7276,0.014583314605663183,1.0,1.0,,,,,,,,,
1820,1709488,7280,0.008846308936443321,1.0,1.0,,,,,,,,,
1821,1710580,7284,0.014491795516447374,1.0,1.0,,,,,,,,,
1822,1711512,7288,0.008143428214855641,1.0,1.0,,,,,,,,,
1823,1712764,7292,0.016851208489841635,1.0,1.0,,,,,,,,,
1824,1713760,7296,0.012577906049877267,1.0,1.0,,,,,,,,,
1825,1714180,7300,0.029897209437118502,0.75,0.75,0.028023454045362536,0.5,0.5,,,,,,
1826,1715368,7304,0.010640981426069968,1.0,1.0,,,,,,,,,
1827,1715660,7308,0.04949944377836595,0.75,0.75,,,,,,,,,
1828,1716784,7312,0.007809717615104204,1.0,1.0,,,,,,,,,
1829,1717108,7316,0.06761261878256888,0.75,0.75,,,,,,,,,
1830,1717944,7320,0.009000259339394155,1.0,1.0,,,,,,,,,
1831,1718972,7324,0.009731121307202741,1.0,1.0,,,,,,,,,
1832,1719264,7328,0.025176510613094047,1.0,1.0,,,,,,,,,
1833,1720228,7332,0.01837539962486547,0.75,0.75,0.011776625987518122,1.0,1.0,,,,,,
1834,1721128,7336,0.015530403345646848,1.0,1.0,,,,,,,,,
1835,1722284,7340,0.014429185403199025,1.0,1.0,,,,,,,,,
1836,1722640,7344,0.02307989996315882,1.0,1.0,,,,,,,,,
1837,1722996,7348,0.023548113140113805,1.0,1.0,,,,,,,,,
1838,1724216,7352,0.011550555995346335,1.0,1.0,,,,,,,,,
1839,1724988,7356,0.018240395870025166,0.75,0.75,,,,,,,,,
1840,1726048,7360,0.009277427313731488,1.0,1.0,,,,,,,,,
1841,1727012,7364,0.014627134307784713,1.0,1.0,0.014736859287118868,1.0,1.0,,,,,,
1842,1728104,7368,0.01252080631613099,1.0,1.0,,,,,,,,,
1843,1728524,7372,0.021955265764105607,1.0,1.0,,,,,,,,,
1844,1728912,7376,0.01981795160978133,1.0,1.0,,,,,,,,,
1845,1729972,7380,0.017004012323872594,1.0,1.0,,,,,,,,,
1846,1730968,7384,0.01509017795170885,0.75,0.75,,,,,,,,,
1847,1731932,7388,0.02251749333676996,0.75,0.75,,,,,,,,,
1848,1732800,7392,0.011854138318091949,1.0,1.0,,,,,,,,,
1849,1733732,7396,0.013843328633827319,0.75,0.75,0.02139419575952733,1.0,1.0,,,,,,
1850,1734184,7400,0.03019353150965409,0.75,0.75,,,,,,,,,
1851,1735276,7404,0.018599685755932432,1.0,1.0,,,,,,,,,
1852,1736176,7408,0.015252710944765954,0.75,0.75,,,,,,,,,
1853,1736980,7412,0.017177187347982906,1.0,1.0,,,,,,,,,
1854,1737976,7416,0.013497116369313965,0.75,0.75,,,,,,,,,
1855,1739196,7420,0.011792803774201116,0.75,0.75,,,,,,,,,
1856,1739520,7424,0.019239416728851207,1.0,1.0,,,,,,,,,
1857,1740644,7428,0.00827405180914918,1.0,1.0,0.022294846546215923,1.0,1.0,,,,,,
1858,1741640,7432,0.011728529679723813,0.75,0.75,,,,,,,,,
1859,1743052,7436,0.011194041896532513,1.0,1.0,,,,,,,,,
1860,1743856,7440,0.015358295079493108,0.75,0.75,,,,,,,,,
1861,1744820,7444,0.012866567084864682,1.0,1.0,,,,,,,,,
1862,1745496,7448,0.014071651164954133,1.0,1.0,,,,,,,,,
1863,1746716,7452,0.011785965308279323,1.0,1.0,,,,,,,,,
1864,1747584,7456,0.015138371246333734,1.0,1.0,,,,,,,,,
1865,1748836,7460,0.010118501923543898,1.0,1.0,0.0328465257120835,0.75,0.75,,,,,,
1866,1750088,7464,0.01093824990694371,1.0,1.0,,,,,,,,,
1867,1751116,7468,0.009401824535712483,1.0,1.0,,,,,,,,,
1868,1752368,7472,0.01079053113690185,1.0,1.0,,,,,,,,,
1869,1753620,7476,0.013477196513439047,1.0,1.0,,,,,,,,,
1870,1754840,7480,0.010422805015726101,1.0,1.0,,,,,,,,,
1871,1755676,7484,0.010080265981320587,1.0,1.0,,,,,,,,,
1872,1756928,7488,0.009865086774967342,1.0,1.0,,,,,,,,,
1873,1758084,7492,0.013160411738117547,0.5,0.5,0.012659213139965047,0.75,0.75,,,,,,
1874,1758920,7496,0.015114571198030963,1.0,1.0,,,,,,,,,
1875,1759852,7500,0.016628392964980462,1.0,1.0,,,,,,,,,
1876,1760912,7504,0.0151007901429196,1.0,1.0,,,,,,,,,
1877,1761364,7508,0.020553502840726396,1.0,1.0,,,,,,,,,
1878,1762456,7512,0.016130901871554415,0.75,0.75,,,,,,,,,
1879,1763228,7516,0.011436526553119157,1.0,1.0,,,,,,,,,
1880,1764288,7520,0.015319623848746428,1.0,1.0,,,,,,,,,
1881,1765220,7524,0.012327355619839667,1.0,1.0,0.01427354123732851,0.5,0.5,,,,,,
1882,1766152,7528,0.012884208631070704,1.0,1.0,,,,,,,,,
1883,1766572,7532,0.020155904431380104,1.0,1.0,,,,,,,,,
1884,1767664,7536,0.012347077470394383,0.75,0.75,,,,,,,,,
1885,1768884,7540,0.010566064216885886,1.0,1.0,,,,,,,,,
1886,1769880,7544,0.011225673731921616,1.0,1.0,,,,,,,,,
1887,1770844,7548,0.01318932609468705,1.0,1.0,,,,,,,,,
1888,1772064,7552,0.01338571671747964,1.0,1.0,,,,,,,,,
1889,1773316,7556,0.009783305390067824,1.0,1.0,0.012755347626073426,0.75,0.75,,,,,,
1890,1774216,7560,0.012419271652915021,1.0,1.0,,,,,,,,,
1891,1775084,7564,0.016712512078373085,1.0,1.0,,,,,,,,,
1892,1776304,7568,0.011588754164057193,1.0,1.0,,,,,,,,,
1893,1776756,7572,0.017653163798581773,1.0,1.0,,,,,,,,,
1894,1777592,7576,0.011951255813488921,1.0,1.0,,,,,,,,,
1895,1778588,7580,0.011116336465459339,1.0,1.0,,,,,,,,,
1896,1779776,7584,0.00921145711151298,1.0,1.0,,,,,,,,,
1897,1781156,7588,0.012980102092206982,0.75,0.75,0.008601902196499167,0.75,0.75,,,,,,
1898,1782376,7592,0.010830149965827093,1.0,1.0,,,,,,,,,
1899,1783532,7596,0.015570353743487432,1.0,1.0,,,,,,,,,
1900,1784624,7600,0.010256464844010592,1.0,1.0,,,,,,,,,
1901,1785620,7604,0.010242487269900178,1.0,1.0,,,,,,,,,
1902,1786584,7608,0.017580562746441805,1.0,1.0,,,,,,,,,
1903,1787804,7612,0.01295190205479613,1.0,1.0,,,,,,,,,
1904,1788768,7616,0.013401751997935436,0.75,0.75,,,,,,,,,
1905,1789700,7620,0.013292580010852987,1.0,1.0,0.01628485830292824,1.0,1.0,,,,,,
1906,1791080,7624,0.01541770015243094,1.0,1.0,,,,,,,,,
1907,1791948,7628,0.014073134682890601,1.0,1.0,,,,,,,,,
1908,1793104,7632,0.014251986118361482,1.0,1.0,,,,,,,,,
1909,1794324,7636,0.008304376475814808,1.0,1.0,,,,,,,,,
1910,1795544,7640,0.01237384769666589,0.75,0.75,,,,,,,,,
1911,1796764,7644,0.01731229315029587,1.0,1.0,,,,,,,,,
1912,1797728,7648,0.01720019034197291,1.0,1.0,,,,,,,,,
1913,1798948,7652,0.014294661384963749,1.0,1.0,0.013765921982112806,1.0,1.0,,,,,,
1914,1799336,7656,0.029604257159641444,0.75,0.75,,,,,,,,,
1915,1800556,7660,0.010079054566374812,0.75,0.75,,,,,,,,,
1916,1801744,7664,0.008093739012927079,1.0,1.0,,,,,,,,,
1917,1802612,7668,0.013552558272276657,1.0,1.0,,,,,,,,,
1918,1803832,7672,0.009846323883695288,1.0,1.0,,,,,,,,,
1919,1804252,7676,0.020923952224805434,1.0,1.0,,,,,,,,,
1920,1805056,7680,0.014341011838715622,1.0,1.0,,,,,,,,,
1921,1806212,7684,0.009978006336285287,1.0,1.0,0.015182708685187105,0.5,0.5,,,,,,
1922,1807464,7688,0.011777099104128516,1.0,1.0,,,,,,,,,
1923,1808684,7692,0.009823513366179802,1.0,1.0,,,,,,,,,
1924,1809744,7696,0.014087629712356225,1.0,1.0,,,,,,,,,
1925,1810836,7700,0.010794558658515477,1.0,1.0,,,,,,,,,
1926,1811992,7704,0.013090278623221159,1.0,1.0,,,,,,,,,
1927,1813212,7708,0.008461032862343846,0.75,0.75,,,,,,,,,
1928,1814368,7712,0.007903164323668617,1.0,1.0,,,,,,,,,
1929,1815332,7716,0.013563124380229967,1.0,1.0,0.025041588103973708,1.0,1.0,,,,,,
1930,1816424,7720,0.013681336213230146,1.0,1.0,,,,,,,,,
1931,1817452,7724,0.012855112502839177,1.0,1.0,,,,,,,,,
1932,1818416,7728,0.012695469161446604,1.0,1.0,,,,,,,,,
1933,1818740,7732,0.028400430532960458,1.0,1.0,,,,,,,,,
1934,1819608,7736,0.011304771491195425,1.0,1.0,,,,,,,,,
1935,1820796,7740,0.009300265309763307,1.0,1.0,,,,,,,,,
1936,1821568,7744,0.017603438607900444,0.75,0.75,,,,,,,,,
1937,1822660,7748,0.014235002214295222,1.0,1.0,0.011493669765935334,1.0,1.0,,,,,,
1938,1823912,7752,0.011750378040288402,1.0,1.0,,,,,,,,,
1939,1824396,7756,0.020727693194208162,1.0,1.0,,,,,,,,,
1940,1825648,7760,0.01133397473934728,1.0,1.0,,,,,,,,,
1941,1826388,7764,0.010644389187809853,0.75,0.75,,,,,,,,,
1942,1826744,7768,0.021755213666347945,1.0,1.0,,,,,,,,,
1943,1827900,7772,0.015731463739685963,1.0,1.0,,,,,,,,,
1944,1829184,7776,0.008060980782031777,1.0,1.0,,,,,,,,,
1945,1829668,7780,0.022413286289556706,1.0,1.0,0.009969252499913461,1.0,1.0,,,,,,
1946,1830856,7784,0.012379350209124075,1.0,1.0,,,,,,,,,
1947,1831212,7788,0.017478706228251893,1.0,1.0,,,,,,,,,
1948,1832496,7792,0.011114607592479842,1.0,1.0,,,,,,,,,
1949,1832948,7796,0.018243072117888916,1.0,1.0,,,,,,,,,
1950,1834360,7800,0.010090902591607366,1.0,1.0,,,,,,,,,
1951,1835612,7804,0.013835126307386267,1.0,1.0,,,,,,,,,
1952,1836576,7808,0.011171217329741523,1.0,1.0,,,,,,,,,
1953,1836964,7812,0.021343603724982358,1.0,1.0,0.010949576527454137,1.0,1.0,,,,,,
1954,1837800,7816,0.01162048363592196,1.0,1.0,,,,,,,,,
1955,1838988,7820,0.01645153614951455,1.0,1.0,,,,,,,,,
1956,1840208,7824,0.013595877542445248,1.0,1.0,,,,,,,,,
1957,1841364,7828,0.017565700657906736,0.75,0.75,,,,,,,,,
1958,1842456,7832,0.008761848745610704,1.0,1.0,,,,,,,,,
1959,1843676,7836,0.012799166322800997,0.75,0.75,,,,,,,,,
1960,1844800,7840,0.012532242186595079,1.0,1.0,,,,,,,,,
1961,1845700,7844,0.012838061622601345,1.0,1.0,0.009073657692272145,0.75,0.75,,,,,,
1962,1846952,7848,0.015887660676353572,1.0,1.0,,,,,,,,,
1963,1848012,7852,0.01350213116350405,1.0,1.0,,,,,,,,,
1964,1849264,7856,0.00886406415007817,0.75,0.75,,,,,,,,,
1965,1850132,7860,0.011147512479983392,1.0,1.0,,,,,,,,,
1966,1850456,7864,0.023797632649833762,1.0,1.0,,,,,,,,,
1967,1850876,7868,0.02395657580075242,1.0,1.0,,,,,,,,,
1968,1851936,7872,0.018706677329258813,0.75,0.75,,,,,,,,,
1969,1852484,7876,0.016774335174592953,1.0,1.0,0.03775972340612301,0.75,0.75,,,,,,
1970,1852776,7880,0.02481018101866286,1.0,1.0,,,,,,,,,
1971,1853868,7884,0.008816816252682729,1.0,1.0,,,,,,,,,
1972,1854704,7888,0.009967756655582824,1.0,1.0,,,,,,,,,
1973,1855028,7892,0.024188067173909533,1.0,1.0,,,,,,,,,
1974,1856184,7896,0.015381925867025279,1.0,1.0,,,,,,,,,
1975,1856732,7900,0.017744907261102366,1.0,1.0,,,,,,,,,
1976,1857248,7904,0.01588848965423864,1.0,1.0,,,,,,,,,
1977,1858500,7908,0.012730689961316178,0.75,0.75,0.011500051595582657,1.0,1.0,,,,,,
1978,1859720,7912,0.011678805337250476,1.0,1.0,,,,,,,,,
1979,1860492,7916,0.012718297163561753,1.0,1.0,,,,,,,,,
1980,1860944,7920,0.020495524092309227,1.0,1.0,,,,,,,,,
