step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
386,360552,1544,0.011775196010420926,1.0,1.0,,,,,,,,,
387,360876,1548,0.031436896132341643,0.75,0.75,,,,,,,,,
388,362384,1552,0.012809664344175619,1.0,1.0,,,,,,,,,
389,363604,1556,0.013976272503731296,1.0,1.0,,,,,,,,,
390,364888,1560,0.018227860069038114,1.0,1.0,,,,,,,,,
391,365916,1564,0.014532685188629648,1.0,1.0,,,,,,,,,
392,366720,1568,0.01576708270644958,1.0,1.0,,,,,,,,,
393,367588,1572,0.009929928001306508,0.75,0.75,0.012839205164524461,1.0,1.0,,,,,,
394,367880,1576,0.027386953282318955,1.0,1.0,,,,,,,,,
395,368268,1580,0.028433624542149122,1.0,1.0,,,,,,,,,
396,369808,1584,0.012090341583290871,1.0,1.0,,,,,,,,,
397,371060,1588,0.013348245091362081,1.0,1.0,,,,,,,,,
398,371352,1592,0.03478780553071071,0.75,0.75,,,,,,,,,
399,372604,1596,0.009384854312032903,0.75,0.75,,,,,,,,,
400,374016,1600,0.01629132689360662,1.0,1.0,,,,,,,,,
401,375204,1604,0.016036127565407822,1.0,1.0,0.011109921249534888,1.0,1.0,,,,,,
402,376104,1608,0.017172745805872698,0.75,0.75,,,,,,,,,
403,377356,1612,0.013166208862893632,1.0,1.0,,,,,,,,,
404,377648,1616,0.027604970574167158,1.0,1.0,,,,,,,,,
405,378900,1620,0.014333528790444597,1.0,1.0,,,,,,,,,
406,379960,1624,0.013690847054837113,0.75,0.75,,,,,,,,,
407,380988,1628,0.011702816551957654,1.0,1.0,,,,,,,,,
408,382112,1632,0.014250327471864175,1.0,1.0,,,,,,,,,
409,382916,1636,0.015923946071821415,0.75,0.75,0.01178207573553174,0.75,0.75,,,,,,
410,384168,1640,0.015064145413213667,0.75,0.75,,,,,,,,,
411,384460,1644,0.046389629649121265,0.5,0.5,,,,,,,,,
412,385680,1648,0.013098778099805128,0.5,0.5,,,,,,,,,
413,386228,1652,0.020636141548343673,1.0,1.0,,,,,,,,,
414,387032,1656,0.01292544728831913,1.0,1.0,,,,,,,,,
415,387356,1660,0.031754781559531695,1.0,1.0,,,,,,,,,
416,387648,1664,0.030678736652443552,1.0,1.0,,,,,,,,,
417,388836,1668,0.01262212052403774,1.0,1.0,0.02194833204552353,1.0,1.0,,,,,,
418,390056,1672,0.011881385950761249,1.0,1.0,,,,,,,,,
419,390988,1676,0.018861999323817276,0.75,0.75,,,,,,,,,
420,392144,1680,0.012924373437989769,0.75,0.75,,,,,,,,,
421,393204,1684,0.016584922063840723,1.0,1.0,,,,,,,,,
422,394008,1688,0.011296032287817821,1.0,1.0,,,,,,,,,
423,394364,1692,0.02426217040112699,1.0,1.0,,,,,,,,,
424,395296,1696,0.012766967663289412,1.0,1.0,,,,,,,,,
425,396228,1700,0.015339290355895454,0.75,0.75,0.014462596844191117,1.0,1.0,,,,,,
426,397192,1704,0.018948525514161395,0.75,0.75,,,,,,,,,
427,398444,1708,0.015410808234859892,0.75,0.75,,,,,,,,,
428,399792,1712,0.012418281132691368,1.0,1.0,,,,,,,,,
429,401044,1716,0.013390114787537244,0.75,0.75,,,,,,,,,
430,402296,1720,0.010459702291907695,0.75,0.75,,,,,,,,,
431,403164,1724,0.01306001507194988,1.0,1.0,,,,,,,,,
432,404416,1728,0.013377820980488954,1.0,1.0,,,,,,,,,
433,405604,1732,0.011189007426763138,0.75,0.75,0.013989621748120434,0.75,0.75,,,,,,
434,406760,1736,0.010997211256305569,0.75,0.75,,,,,,,,,
435,407532,1740,0.01659706842924114,0.75,0.75,,,,,,,,,
436,408784,1744,0.01653673488337168,0.75,0.75,,,,,,,,,
437,410036,1748,0.014102669981946585,0.75,0.75,,,,,,,,,
438,411320,1752,0.01239642396488955,1.0,1.0,,,,,,,,,
439,412124,1756,0.015359587001721228,1.0,1.0,,,,,,,,,
440,413248,1760,0.011640189504338455,1.0,1.0,,,,,,,,,
441,414468,1764,0.011335225902336167,0.75,0.75,0.014321968905563946,1.0,1.0,,,,,,
442,415720,1768,0.010597440329099496,0.5,0.5,,,,,,,,,
443,416044,1772,0.025575273519709295,0.75,0.75,,,,,,,,,
444,416848,1776,0.016637371332227938,0.75,0.75,,,,,,,,,
445,418100,1780,0.01514693599217103,1.0,1.0,,,,,,,,,
446,419256,1784,0.011888713001248765,1.0,1.0,,,,,,,,,
447,419580,1788,0.03459494895358284,0.75,0.75,,,,,,,,,
448,420480,1792,0.012462137426956284,0.75,0.75,,,,,,,,,
449,420804,1796,0.031022912239530343,0.75,0.75,0.018442134744684976,0.75,0.75,,,,,,
450,421736,1800,0.014651182955069154,0.75,0.75,,,,,,,,,
451,422956,1804,0.015157775779993584,0.75,0.75,,,,,,,,,
452,424176,1808,0.010615110962661626,1.0,1.0,,,,,,,,,
453,424532,1812,0.033884550315939455,0.5,0.5,,,,,,,,,
454,424792,1816,0.039003763231953606,0.75,0.75,,,,,,,,,
455,425212,1820,0.026209673229695904,0.75,0.75,,,,,,,,,
456,425632,1824,0.03138253992624484,0.5,0.5,,,,,,,,,
457,426052,1828,0.03214246872578559,0.75,0.75,0.01309999572550861,1.0,1.0,,,,,,
458,427208,1832,0.012593829559130985,0.75,0.75,,,,,,,,,
459,428460,1836,0.013932788054847104,0.5,0.5,,,,,,,,,
460,429680,1840,0.017468067157348686,1.0,1.0,,,,,,,,,
461,430900,1844,0.013348008378547181,1.0,1.0,,,,,,,,,
462,431928,1848,0.015486155560943649,1.0,1.0,,,,,,,,,
463,433084,1852,0.00800778102370297,1.0,1.0,,,,,,,,,
464,434304,1856,0.016459434925060232,1.0,1.0,,,,,,,,,
465,435204,1860,0.013638597709403616,1.0,1.0,0.015090384687796205,1.0,1.0,,,,,,
466,436424,1864,0.010953919224517559,0.75,0.75,,,,,,,,,
467,437388,1868,0.01139315688599451,1.0,1.0,,,,,,,,,
468,438384,1872,0.016458669107852632,1.0,1.0,,,,,,,,,
469,439700,1876,0.013320058604963544,0.75,0.75,,,,,,,,,
470,440792,1880,0.016375519196707544,0.5,0.5,,,,,,,,,
471,441788,1884,0.01236138152323336,0.75,0.75,,,,,,,,,
472,442944,1888,0.016674514908540407,0.75,0.75,,,,,,,,,
473,443780,1892,0.015211698603981437,1.0,1.0,0.02730615452940265,1.0,1.0,,,,,,
474,444136,1896,0.030761691455961474,0.75,0.75,,,,,,,,,
475,444396,1900,0.02737474189952991,1.0,1.0,,,,,,,,,
476,444752,1904,0.03593187504839327,0.75,0.75,,,,,,,,,
477,445108,1908,0.029370416275046825,0.75,0.75,,,,,,,,,
478,446104,1912,0.01569858576205397,1.0,1.0,,,,,,,,,
479,447100,1916,0.015983838606965388,1.0,1.0,,,,,,,,,
480,447488,1920,0.026392246068895318,1.0,1.0,,,,,,,,,
481,447940,1924,0.02087548034862526,0.75,0.75,0.04221953313539912,0.25,0.25,,,,,,
482,449256,1928,0.008833350634079624,1.0,1.0,,,,,,,,,
483,450060,1932,0.014072686766153496,0.5,0.5,,,,,,,,,
484,450448,1936,0.027173268104534146,0.5,0.5,,,,,,,,,
485,451540,1940,0.016963636453240137,0.75,0.75,,,,,,,,,
486,452536,1944,0.014459053336759833,1.0,1.0,,,,,,,,,
487,453308,1948,0.01216528085493986,1.0,1.0,,,,,,,,,
488,453696,1952,0.030160033870873428,1.0,1.0,,,,,,,,,
489,454916,1956,0.012983323204415755,1.0,1.0,0.009514352815180862,1.0,1.0,,,,,,
490,455624,1960,0.018810945959584834,1.0,1.0,,,,,,,,,
491,456876,1964,0.012321919250065408,1.0,1.0,,,,,,,,,
492,457680,1968,0.022935158511556798,0.5,0.5,,,,,,,,,
493,458932,1972,0.012914669231979588,1.0,1.0,,,,,,,,,
494,459480,1976,0.01976291490139,0.75,0.75,,,,,,,,,
495,460316,1980,0.02105541703557527,0.5,0.5,,,,,,,,,
496,461536,1984,0.015072075292569142,1.0,1.0,,,,,,,,,
497,462468,1988,0.016737415879062988,0.75,0.75,0.022895740346385234,1.0,1.0,,,,,,
498,463528,1992,0.011249014525127277,1.0,1.0,,,,,,,,,
499,463884,1996,0.028448049040413356,1.0,1.0,,,,,,,,,
500,464720,2000,0.014122247172272884,0.75,0.75,,,,,,,,,
501,467764,2004,0.010141469980218865,1.0,1.0,,,,,,,,,
502,469016,2008,0.00994815288357434,0.75,0.75,,,,,,,,,
503,469852,2012,0.021368515052878977,0.75,0.75,,,,,,,,,
504,470976,2016,0.01059308708589976,0.75,0.75,,,,,,,,,
505,472228,2020,0.010266915369808815,0.5,0.5,0.027909259567579947,1.0,1.0,,,,,,
506,473096,2024,0.014967307152113855,1.0,1.0,,,,,,,,,
507,474060,2028,0.011956942675432097,1.0,1.0,,,,,,,,,
508,474448,2032,0.02378722110821248,0.75,0.75,,,,,,,,,
509,475316,2036,0.016561315853433473,1.0,1.0,,,,,,,,,
510,476120,2040,0.015359320564605766,1.0,1.0,,,,,,,,,
511,476572,2044,0.02718818551845548,0.75,0.75,,,,,,,,,
512,477824,2048,0.014523162474525541,0.75,0.75,,,,,,,,,
513,478692,2052,0.01734267923118919,0.75,0.75,0.03307741965197692,0.75,0.75,,,,,,
514,479944,2056,0.013626739296767698,1.0,1.0,,,,,,,,,
515,481196,2060,0.012592240801663698,1.0,1.0,,,,,,,,,
516,482256,2064,0.014085391237932926,1.0,1.0,,,,,,,,,
517,483476,2068,0.014332979555115045,0.5,0.5,,,,,,,,,
518,484504,2072,0.019396946922774133,0.75,0.75,,,,,,,,,
519,485468,2076,0.01329422231471411,0.75,0.75,,,,,,,,,
520,486432,2080,0.014264128191404778,0.75,0.75,,,,,,,,,
521,487492,2084,0.01506089994265329,0.75,0.75,0.01340741900462275,0.75,0.75,,,,,,
522,488584,2088,0.011398845653999823,0.75,0.75,,,,,,,,,
523,489836,2092,0.00981979919079128,0.75,0.75,,,,,,,,,
524,491088,2096,0.011521266349181982,0.75,0.75,,,,,,,,,
525,491444,2100,0.03777832990543009,0.75,0.75,,,,,,,,,
526,492696,2104,0.014464980779362936,0.75,0.75,,,,,,,,,
527,493788,2108,0.012582789440846627,1.0,1.0,,,,,,,,,
528,494880,2112,0.011602416129459576,0.75,0.75,,,,,,,,,
529,495748,2116,0.013183928822673571,1.0,1.0,0.019733827573916805,1.0,1.0,,,,,,
530,496200,2120,0.029312113930666652,0.75,0.75,,,,,,,,,
531,496748,2124,0.022606790447411828,0.75,0.75,,,,,,,,,
532,498000,2128,0.01059671562595041,1.0,1.0,,,,,,,,,
533,498292,2132,0.032866144412942555,0.75,0.75,,,,,,,,,
534,499352,2136,0.016653991164799608,1.0,1.0,,,,,,,,,
535,500252,2140,0.015524566247511954,0.75,0.75,,,,,,,,,
536,501312,2144,0.009049044507463834,1.0,1.0,,,,,,,,,
537,501572,2148,0.03380032563371287,1.0,1.0,0.016063253022372135,0.75,0.75,,,,,,
538,502792,2152,0.01502666577000642,1.0,1.0,,,,,,,,,
539,504044,2156,0.014440504664416832,1.0,1.0,,,,,,,,,
540,505008,2160,0.011522392288512187,0.75,0.75,,,,,,,,,
541,506228,2164,0.01092708159959114,0.5,0.5,,,,,,,,,
542,507224,2168,0.014936449897555475,0.75,0.75,,,,,,,,,
543,508508,2172,0.015315375612613934,0.5,0.5,,,,,,,,,
544,509600,2176,0.0105874964534694,0.75,0.75,,,,,,,,,
545,510852,2180,0.009528690823494917,0.75,0.75,0.01321552751282265,1.0,1.0,,,,,,
546,511112,2184,0.02970128355379984,1.0,1.0,,,,,,,,,
547,512268,2188,0.01894059469745811,0.75,0.75,,,,,,,,,
548,513200,2192,0.01913748493929014,0.5,0.5,,,,,,,,,
549,514452,2196,0.007178908471011456,1.0,1.0,,,,,,,,,
550,515288,2200,0.013906090929556462,1.0,1.0,,,,,,,,,
551,516156,2204,0.010887682241585414,1.0,1.0,,,,,,,,,
552,516448,2208,0.029666426418205247,0.75,0.75,,,,,,,,,
553,517348,2212,0.016138314519824025,0.5,0.5,0.011003871978986782,1.0,1.0,,,,,,
554,518184,2216,0.017464657329656772,0.75,0.75,,,,,,,,,
555,518924,2220,0.010861405519149648,1.0,1.0,,,,,,,,,
556,520176,2224,0.007528543407793338,1.0,1.0,,,,,,,,,
557,520564,2228,0.026797270569524394,0.5,0.5,,,,,,,,,
558,521592,2232,0.017975038324056246,1.0,1.0,,,,,,,,,
559,522460,2236,0.013425389466544499,0.5,0.5,,,,,,,,,
560,523584,2240,0.009067062584640422,1.0,1.0,,,,,,,,,
561,524388,2244,0.014488190612656215,0.75,0.75,0.009630711033984635,1.0,1.0,,,,,,
562,525544,2248,0.013503216630023,0.75,0.75,,,,,,,,,
563,526796,2252,0.013460028559955345,1.0,1.0,,,,,,,,,
564,528016,2256,0.013479163345059412,1.0,1.0,,,,,,,,,
565,528980,2260,0.012454628036464632,0.75,0.75,,,,,,,,,
566,529336,2264,0.027977815509604462,0.5,0.5,,,,,,,,,
567,529692,2268,0.024682747200339774,1.0,1.0,,,,,,,,,
568,530016,2272,0.027541584014124966,1.0,1.0,,,,,,,,,
569,531268,2276,0.016069709682497674,0.5,0.5,0.02687341145418197,0.75,0.75,,,,,,
570,532136,2280,0.01567364726472306,0.75,0.75,,,,,,,,,
571,533100,2284,0.01019296451821638,1.0,1.0,,,,,,,,,
572,533456,2288,0.02534646002588323,1.0,1.0,,,,,,,,,
573,534452,2292,0.015343227889916749,0.75,0.75,,,,,,,,,
574,534712,2296,0.038543488372433786,0.75,0.75,,,,,,,,,
575,535644,2300,0.013003681821846524,1.0,1.0,,,,,,,,,
576,536672,2304,0.01940393782650119,1.0,1.0,,,,,,,,,
577,537892,2308,0.012476612159291465,0.75,0.75,0.017862207532020155,1.0,1.0,,,,,,
578,539144,2312,0.010488823116861683,0.75,0.75,,,,,,,,,
579,540396,2316,0.019177167243393658,1.0,1.0,,,,,,,,,
580,541616,2320,0.013187340411003293,1.0,1.0,,,,,,,,,
581,541908,2324,0.035862241492136994,0.25,0.25,,,,,,,,,
582,542200,2328,0.02809359844357661,1.0,1.0,,,,,,,,,
583,543132,2332,0.01605180519726493,1.0,1.0,,,,,,,,,
584,544192,2336,0.015599138132244289,1.0,1.0,,,,,,,,,
585,545348,2340,0.012022915665645888,1.0,1.0,0.02544058053684869,1.0,1.0,,,,,,
586,546408,2344,0.010884615204328124,0.75,0.75,,,,,,,,,
587,547244,2348,0.022238267091094117,1.0,1.0,,,,,,,,,
588,548176,2352,0.010137447533281753,1.0,1.0,,,,,,,,,
589,548468,2356,0.029056904519424682,1.0,1.0,,,,,,,,,
590,548792,2360,0.02833252170649212,0.75,0.75,,,,,,,,,
591,549116,2364,0.03128454083787802,0.75,0.75,,,,,,,,,
592,550336,2368,0.007275421369173801,1.0,1.0,,,,,,,,,
593,551204,2372,0.015943745427556916,1.0,1.0,0.011093129057084249,0.75,0.75,,,,,,
594,552456,2376,0.018459795703494746,1.0,1.0,,,,,,,,,
595,553228,2380,0.01953141918591579,0.5,0.5,,,,,,,,,
596,553584,2384,0.024617989507585827,1.0,1.0,,,,,,,,,
597,554644,2388,0.014823149707965168,0.75,0.75,,,,,,,,,
598,555736,2392,0.012286092346147037,0.5,0.5,,,,,,,,,
599,556828,2396,0.011276878952514667,0.75,0.75,,,,,,,,,
600,557920,2400,0.01568698510601534,1.0,1.0,,,,,,,,,
601,558436,2404,0.024886717244173722,1.0,1.0,0.019909896744767477,1.0,1.0,,,,,,
602,559592,2408,0.009287185771890149,1.0,1.0,,,,,,,,,
603,559916,2412,0.0315200197455124,1.0,1.0,,,,,,,,,
604,560848,2416,0.0125730811741251,1.0,1.0,,,,,,,,,
605,561268,2420,0.017887042976051537,1.0,1.0,,,,,,,,,
606,562264,2424,0.014668698296351187,1.0,1.0,,,,,,,,,
607,563164,2428,0.014295876021400727,0.5,0.5,,,,,,,,,
608,564576,2432,0.013020978607692758,1.0,1.0,,,,,,,,,
609,565348,2436,0.014200582505164523,1.0,1.0,0.0243923776090245,0.75,0.75,,,,,,
610,566600,2440,0.01416197336761544,0.75,0.75,,,,,,,,,
611,567852,2444,0.011727721164738563,1.0,1.0,,,,,,,,,
612,569072,2448,0.020792765153225378,0.75,0.75,,,,,,,,,
613,570132,2452,0.01656926816946755,0.75,0.75,,,,,,,,,
614,570520,2456,0.020119944021959477,1.0,1.0,,,,,,,,,
615,571484,2460,0.014079585235786302,1.0,1.0,,,,,,,,,
616,572736,2464,0.012622345294544526,1.0,1.0,,,,,,,,,
617,573956,2468,0.017730289202588845,0.75,0.75,0.019190342287382946,0.75,0.75,,,,,,
618,574248,2472,0.055360343191718536,0.5,0.5,,,,,,,,,
619,575468,2476,0.01676238546029885,0.75,0.75,,,,,,,,,
620,576720,2480,0.014303284853715991,1.0,1.0,,,,,,,,,
621,577940,2484,0.011966270316603307,1.0,1.0,,,,,,,,,
622,579160,2488,0.013999005992558176,0.75,0.75,,,,,,,,,
623,579996,2492,0.012460567538628313,1.0,1.0,,,,,,,,,
624,581216,2496,0.011424973310746808,1.0,1.0,,,,,,,,,
625,582436,2500,0.017164054946899196,1.0,1.0,0.012224976462562034,1.0,1.0,,,,,,
626,583400,2504,0.01024218630990284,1.0,1.0,,,,,,,,,
627,584428,2508,0.015824584603666522,1.0,1.0,,,,,,,,,
628,585648,2512,0.011545081625553288,0.75,0.75,,,,,,,,,
629,586100,2516,0.022211661754024264,1.0,1.0,,,,,,,,,
630,587160,2520,0.011635511694519813,0.75,0.75,,,,,,,,,
631,588412,2524,0.01360504342286393,0.75,0.75,,,,,,,,,
632,589696,2528,0.015508382362735208,0.75,0.75,,,,,,,,,
633,590852,2532,0.01155470885346075,1.0,1.0,0.010484859514984301,1.0,1.0,,,,,,
634,592136,2536,0.016105510652206247,0.75,0.75,,,,,,,,,
635,592908,2540,0.014111602541732582,1.0,1.0,,,,,,,,,
636,594512,2544,0.013043808645953132,1.0,1.0,,,,,,,,,
637,595764,2548,0.01183797055864395,1.0,1.0,,,,,,,,,
638,596984,2552,0.010401611952408971,1.0,1.0,,,,,,,,,
639,597276,2556,0.02744389656227819,1.0,1.0,,,,,,,,,
640,598656,2560,0.012968332579043606,0.75,0.75,,,,,,,,,
641,599812,2564,0.01007770825410388,1.0,1.0,0.012923962509652049,1.0,1.0,,,,,,
642,601064,2568,0.015575591226290028,0.75,0.75,,,,,,,,,
643,602444,2572,0.01518716630976235,1.0,1.0,,,,,,,,,
644,603696,2576,0.015064294517197853,0.75,0.75,,,,,,,,,
645,604948,2580,0.011066852261603274,1.0,1.0,,,,,,,,,
646,605976,2584,0.012910327410034308,1.0,1.0,,,,,,,,,
647,606268,2588,0.040715185026816064,0.5,0.5,,,,,,,,,
648,607584,2592,0.014277788727495373,1.0,1.0,,,,,,,,,
649,608804,2596,0.01030021966950663,0.75,0.75,0.008867453610570118,1.0,1.0,,,,,,
650,610024,2600,0.011324546171250931,1.0,1.0,,,,,,,,,
651,613036,2604,0.009951237626491454,0.25,0.25,,,,,,,,,
652,614224,2608,0.015583453493996369,0.5,0.5,,,,,,,,,
653,615412,2612,0.012192610299313388,0.75,0.75,,,,,,,,,
654,615896,2616,0.028652733350874766,1.0,1.0,,,,,,,,,
655,616636,2620,0.018485393714804756,0.5,0.5,,,,,,,,,
656,617696,2624,0.013929723730706185,1.0,1.0,,,,,,,,,
657,618436,2628,0.015554183761649491,0.75,0.75,0.011559042578526543,0.75,0.75,,,,,,
658,619656,2632,0.012449523940806678,1.0,1.0,,,,,,,,,
659,620876,2636,0.010211078755004993,1.0,1.0,,,,,,,,,
660,621840,2640,0.017562018986200807,1.0,1.0,,,,,,,,,
661,622900,2644,0.01034338083262562,1.0,1.0,,,,,,,,,
662,623320,2648,0.025726770869944703,1.0,1.0,,,,,,,,,
663,624124,2652,0.02182450170728516,1.0,1.0,,,,,,,,,
664,625376,2656,0.011522051057832048,0.75,0.75,,,,,,,,,
665,626628,2660,0.011057581899269793,0.75,0.75,0.012610465880117445,0.75,0.75,,,,,,
666,627336,2664,0.017609589024579528,0.75,0.75,,,,,,,,,
667,628524,2668,0.020941224296706716,0.75,0.75,,,,,,,,,
668,628848,2672,0.028963502404989412,0.75,0.75,,,,,,,,,
669,629876,2676,0.012177001188980087,0.5,0.5,,,,,,,,,
670,630648,2680,0.014254363729607084,1.0,1.0,,,,,,,,,
671,631900,2684,0.01567566937243611,0.75,0.75,,,,,,,,,
672,635136,2688,0.009188456385519102,1.0,1.0,,,,,,,,,
673,636388,2692,0.012144580549605297,0.75,0.75,0.013570072399924426,1.0,1.0,,,,,,
674,637256,2696,0.017006345431689083,1.0,1.0,,,,,,,,,
675,638092,2700,0.01420504582631408,1.0,1.0,,,,,,,,,
676,639312,2704,0.015041125693303398,1.0,1.0,,,,,,,,,
677,640564,2708,0.015502368247640966,0.5,0.5,,,,,,,,,
678,641464,2712,0.016749093001056477,1.0,1.0,,,,,,,,,
679,642492,2716,0.019200203019863336,0.75,0.75,,,,,,,,,
680,642848,2720,0.029841494260758324,0.75,0.75,,,,,,,,,
681,643268,2724,0.03134511474271326,0.5,0.5,0.010746573352724298,1.0,1.0,,,,,,
682,644296,2728,0.012273245903405332,0.5,0.5,,,,,,,,,
683,645324,2732,0.014937756167990984,0.75,0.75,,,,,,,,,
684,646288,2736,0.015539372571133641,0.75,0.75,,,,,,,,,
685,646580,2740,0.028879887260043487,0.75,0.75,,,,,,,,,
686,647448,2744,0.009107201496937403,1.0,1.0,,,,,,,,,
687,648988,2748,0.012944838875201868,0.75,0.75,,,,,,,,,
688,650240,2752,0.008471311587947977,1.0,1.0,,,,,,,,,
689,650532,2756,0.026572583640358468,1.0,1.0,0.018250616804570772,1.0,1.0,,,,,,
690,650824,2760,0.029320808074870815,1.0,1.0,,,,,,,,,
691,651756,2764,0.010547935617177057,0.75,0.75,,,,,,,,,
692,652720,2768,0.010914503385366212,1.0,1.0,,,,,,,,,
693,653684,2772,0.019329081792329512,1.0,1.0,,,,,,,,,
694,654680,2776,0.018204875447681033,0.5,0.5,,,,,,,,,
695,655036,2780,0.0222569967208115,1.0,1.0,,,,,,,,,
696,655840,2784,0.00983136821025646,1.0,1.0,,,,,,,,,
697,657092,2788,0.012396370779011056,0.75,0.75,0.02973572412343675,1.0,1.0,,,,,,
698,657576,2792,0.020521547732419397,1.0,1.0,,,,,,,,,
699,657932,2796,0.02662223135803784,0.75,0.75,,,,,,,,,
700,659088,2800,0.011995459311487133,1.0,1.0,,,,,,,,,
701,660340,2804,0.01325522669516536,0.75,0.75,,,,,,,,,
702,661592,2808,0.01694493887949391,0.75,0.75,,,,,,,,,
703,662396,2812,0.011333076465041631,0.75,0.75,,,,,,,,,
704,663360,2816,0.015712097302299752,0.75,0.75,,,,,,,,,
705,663716,2820,0.02573468724488769,1.0,1.0,0.027296133641097682,1.0,1.0,,,,,,
706,664936,2824,0.010462951567679665,0.75,0.75,,,,,,,,,
707,665676,2828,0.014765697326793187,1.0,1.0,,,,,,,,,
708,666896,2832,0.014967463797802338,1.0,1.0,,,,,,,,,
709,667956,2836,0.015185785294276244,1.0,1.0,,,,,,,,,
710,669144,2840,0.012612669239144047,0.75,0.75,,,,,,,,,
711,670396,2844,0.0101654605035911,1.0,1.0,,,,,,,,,
712,670752,2848,0.02210332931470537,1.0,1.0,,,,,,,,,
713,671364,2852,0.02383193754632885,0.75,0.75,0.018915389741077593,1.0,1.0,,,,,,
714,672328,2856,0.01571803082179319,1.0,1.0,,,,,,,,,
715,673580,2860,0.01321877793546171,1.0,1.0,,,,,,,,,
716,674704,2864,0.014128878747339643,1.0,1.0,,,,,,,,,
717,675092,2868,0.028199365051480834,0.75,0.75,,,,,,,,,
718,676344,2872,0.008260148605927263,1.0,1.0,,,,,,,,,
719,677276,2876,0.011838351313420719,1.0,1.0,,,,,,,,,
720,677696,2880,0.02525104252923431,0.75,0.75,,,,,,,,,
721,678692,2884,0.022404393348667413,1.0,1.0,0.009785242502320558,0.75,0.75,,,,,,
722,679496,2888,0.017155841282527763,0.5,0.5,,,,,,,,,
723,680236,2892,0.014554571712246205,1.0,1.0,,,,,,,,,
724,681136,2896,0.013582969033915494,0.75,0.75,,,,,,,,,
725,682356,2900,0.0136920807305138,0.5,0.5,,,,,,,,,
726,683672,2904,0.011909523276369906,1.0,1.0,,,,,,,,,
727,683996,2908,0.03213745707927638,1.0,1.0,,,,,,,,,
728,685248,2912,0.010920528019069583,1.0,1.0,,,,,,,,,
729,686468,2916,0.010748758070950172,0.75,0.75,0.015198171545794503,1.0,1.0,,,,,,
730,687688,2920,0.010788686313804858,1.0,1.0,,,,,,,,,
731,688812,2924,0.014549307062474003,1.0,1.0,,,,,,,,,
732,689680,2928,0.013122687032637345,1.0,1.0,,,,,,,,,
733,691028,2932,0.010782814987050016,0.75,0.75,,,,,,,,,
734,691960,2936,0.012566087342004704,1.0,1.0,,,,,,,,,
735,693116,2940,0.01088964176689524,1.0,1.0,,,,,,,,,
736,694112,2944,0.011460462145540284,1.0,1.0,,,,,,,,,
737,695236,2948,0.014810157880488497,0.75,0.75,0.05602401301083065,0.25,0.25,,,,,,
738,696136,2952,0.025701201115513345,0.25,0.25,,,,,,,,,
739,697420,2956,0.013207600713795328,0.75,0.75,,,,,,,,,
740,698352,2960,0.017362145282301032,1.0,1.0,,,,,,,,,
741,699220,2964,0.020485659442187578,1.0,1.0,,,,,,,,,
742,699992,2968,0.013775560616039302,1.0,1.0,,,,,,,,,
743,701148,2972,0.01550142608392283,0.75,0.75,,,,,,,,,
744,701472,2976,0.030535581444368288,0.75,0.75,,,,,,,,,
745,702724,2980,0.013826966332070438,0.75,0.75,0.02150902498688351,1.0,1.0,,,,,,
746,704232,2984,0.01398041535683394,1.0,1.0,,,,,,,,,
747,705132,2988,0.015039160334715366,0.5,0.5,,,,,,,,,
748,706544,2992,0.013767558245145998,1.0,1.0,,,,,,,,,
749,706900,2996,0.03263249969173392,1.0,1.0,,,,,,,,,
750,707704,3000,0.013401368328325043,0.75,0.75,,,,,,,,,
751,707932,3004,0.038757120199630415,0.75,0.75,,,,,,,,,
752,708960,3008,0.013731835329450062,0.75,0.75,,,,,,,,,
753,709860,3012,0.01609638792327717,1.0,1.0,0.012245264061430838,1.0,1.0,,,,,,
754,710696,3016,0.020282512067676815,0.75,0.75,,,,,,,,,
755,711692,3020,0.009489277422201266,1.0,1.0,,,,,,,,,
756,712752,3024,0.013704533965901647,0.75,0.75,,,,,,,,,
757,713524,3028,0.010545383320084057,1.0,1.0,,,,,,,,,
758,714648,3032,0.012327341310209313,1.0,1.0,,,,,,,,,
759,715740,3036,0.020272135065807755,0.75,0.75,,,,,,,,,
760,716832,3040,0.013076512848983573,0.5,0.5,,,,,,,,,
761,718180,3044,0.014383828324968513,1.0,1.0,0.010809288765653804,0.75,0.75,,,,,,
762,719528,3048,0.015699943738380524,1.0,1.0,,,,,,,,,
763,719980,3052,0.02637089355280945,0.75,0.75,,,,,,,,,
764,720944,3056,0.012694143876500525,1.0,1.0,,,,,,,,,
765,721844,3060,0.018115443953373805,0.75,0.75,,,,,,,,,
766,723096,3064,0.014720670659192378,0.75,0.75,,,,,,,,,
767,724348,3068,0.016422171629575853,1.0,1.0,,,,,,,,,
768,725600,3072,0.008481325208455974,1.0,1.0,,,,,,,,,
769,726692,3076,0.01271222759633755,1.0,1.0,0.012649725454304438,1.0,1.0,,,,,,
770,727944,3080,0.010069259411897095,0.75,0.75,,,,,,,,,
771,728300,3084,0.02202326617341069,1.0,1.0,,,,,,,,,
772,728656,3088,0.023213329945511677,1.0,1.0,,,,,,,,,
773,729908,3092,0.013844832577724566,0.75,0.75,,,,,,,,,
